asset,number_of_indexable_pages,pages,recommended_use,action
/artists_joshua_cole_assets/joshua-gallery-552bef5522.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-5f2fa20717.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-61bc84bd92.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-6490d39d93.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-6f59448ae0.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-71486a5a14.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-7583471087.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-90b52eb7c0.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-92378cefb5.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-9eacd7129b.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-aca04102e2.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-b7919f2700.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-b91384cd56.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-b9f79f925d.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-bc19ea8f07.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-c6fcc65d93.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-d63190ac46.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-de012c23c6.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-de59e9d42e.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-fbc822e305.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-fca07f48a6.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-fe189dd2d6.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-fe37529b7c.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/angel-money-black-grey-tattoo-redesign-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/angel-money-black-grey-tattoo-redesign-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/angel-money-black-grey-tattoo-redesign-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/black-grey-skull-crown-rose-rework-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/black-grey-skull-crown-rose-rework-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/black-grey-skull-crown-rose-rework-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/blue-butterfly-color-tattoo-rework-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/blue-butterfly-color-tattoo-rework-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/blue-butterfly-color-tattoo-rework-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/color-dragon-tattoo-redesign-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/color-dragon-tattoo-redesign-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/color-dragon-tattoo-redesign-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/cover-up-tattoo-phoenix-hand-las-vegas-after.png,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/dark-pigment-black-grey-wing-eye-rework-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/dark-pigment-black-grey-wing-eye-rework-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/dark-pigment-black-grey-wing-eye-rework-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/floral-tattoo-cover-up-before-after-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/floral-tattoo-cover-up-before-after-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/floral-tattoo-cover-up-before-after-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/healed-black-grey-chain-heart-tattoo.png,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/healed-black-grey-chain-heart-tattoo.webp,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/healed-realism-seraphim-eye-wings-tattoo.png,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/healed-realism-seraphim-eye-wings-tattoo.webp,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/large-scale-arm-rework-praying-hands-rose-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/large-scale-arm-rework-praying-hands-rose-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/large-scale-arm-rework-praying-hands-rose-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/large-scale-arm-rework-viking-portrait-alt-view-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/large-scale-arm-rework-viking-portrait-alt-view-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/large-scale-arm-rework-viking-portrait-alt-view-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/neck-butterfly-corrective-tattoo-work-las-vegas-800.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/neck-butterfly-corrective-tattoo-work-las-vegas-800.webp,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/neck-butterfly-corrective-tattoo-work-las-vegas.jpg,1,/cover-up-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-animal-geometric-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-animal-geometric-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-botanical-celestial-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-botanical-celestial-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-color-potion-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-color-potion-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-dagger-skull-rose-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-dagger-skull-rose-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-feather-charms-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-feather-charms-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-fine-line-symbolic-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-fine-line-symbolic-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-floral-classic-4-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-floral-classic-4-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-floral-duo-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-floral-duo-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-gothic-nature-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-gothic-nature-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-insect-crystal-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-insect-crystal-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-mantis-mystical-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-mantis-mystical-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-mystical-nature-4-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-mystical-nature-4-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-potion-bottles-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-potion-bottles-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-skull-insect-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-skull-insect-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-traditional-blackwork-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-traditional-blackwork-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-wine-lovers-sheet.png,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/flash_art_deals_under_100/flash-wine-lovers-sheet.webp,1,/flash_art_deals_under_100/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/eagle-memorial-calf-healed-tattoo-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/eagle-memorial-calf-healed-tattoo-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/fresh-eagle-memorial-calf-tattoo-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/fresh-eagle-memorial-calf-tattoo-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/fresh-roaring-lion-thigh-black-grey-joshua-cole-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-brown-skin-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-brown-skin-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-forearm-portrait-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-forearm-portrait-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-full-length-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-full-length-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-inner-arm-full-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-inner-arm-full-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-inner-forearm-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-inner-forearm-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-realistic-eye-skull-forearm-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-realistic-eye-skull-forearm-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-skull-eye-forearm-closeup-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-skull-eye-forearm-closeup-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-skull-teeth-forearm-closeup-joshua-cole-las-vegas.png,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-1-year-skull-teeth-forearm-closeup-joshua-cole-las-vegas.webp,1,/healed_tattoo_gallery_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-3-month-roaring-lion-thigh-joshua-cole-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-davy-jones-pirates-calf-portrait-joshua-cole-las-vegas.png,1,/healed_portrait_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/healed-davy-jones-pirates-calf-portrait-joshua-cole-las-vegas.webp,1,/healed_portrait_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/all-seeing-eye-triangle-forearm-realism-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/all-seeing-eye-triangle-forearm-realism-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-eagle-shoulder-realism-las-vegas.png,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-eagle-shoulder-realism-las-vegas.webp,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-skeleton-reaper-hand-realism-las-vegas.png,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-skeleton-reaper-hand-realism-las-vegas.webp,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-skull-hood-candle-realism-las-vegas.png,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-warrior-profile-shoulder-realism-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-warrior-profile-shoulder-realism-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/color-parrot-cover-up-forearm-las-vegas.png,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/color-parrot-cover-up-forearm-las-vegas.webp,1,/healed_cover_up_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/eagle-memorial-color-leg-tattoo-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/eagle-memorial-color-leg-tattoo-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/egyptian-face-neck-realism-tattoo-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/egyptian-face-neck-realism-tattoo-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/falling-angel-black-grey-realism-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/falling-angel-black-grey-realism-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/fly-high-eagle-memorial-color-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/fly-high-eagle-memorial-color-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/geometric-portrait-realism-sleeve-client-las-vegas.png,1,/healed_sleeve_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/geometric-portrait-realism-sleeve-client-las-vegas.webp,1,/healed_sleeve_tattoos_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/norse-odin-viking-ship-sleeve-realism-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/norse-odin-viking-ship-sleeve-realism-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/original-pennywise-drawing-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/original-pennywise-drawing-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/original-portrait-drawing-graphite-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/original-portrait-drawing-graphite-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/original-singer-portrait-drawing-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/original-singer-portrait-drawing-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/portrait-legs-black-grey-realism-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/portrait-legs-black-grey-realism-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/red-rose-memorial-name-tattoo-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/red-rose-memorial-name-tattoo-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/veiled-woman-statue-black-grey-realism-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/veiled-woman-statue-black-grey-realism-las-vegas.png,1,/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/hero-premium/hero-lion-thigh-realism-las-vegas.png,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/hero-premium/hero-lion-thigh-realism-las-vegas.webp,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/work-of-art-studio-banner-las-vegas.png,1,/,Shared branding/studio asset,ALLOW_SHARED
/home_work_of_art_tattoo_piercing/work-of-art-studio-banner-las-vegas.webp,1,/,Shared branding/studio asset,ALLOW_SHARED
/image_5_22_26_at_9.11_pm_1.png/professional-tattoo-artist-work-of-art-las-vegas-studio.png,1,/walk-in-tattoos-las-vegas/,Shared branding/studio asset,ALLOW_SHARED
/image_5_22_26_at_9.11_pm_1.png/professional-tattoo-artist-work-of-art-las-vegas-studio.webp,1,/walk-in-tattoos-las-vegas/,Shared branding/studio asset,ALLOW_SHARED
/img_3005.jpeg/tattoo-portfolio-las-vegas-3005.png,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/img_3005.jpeg/tattoo-portfolio-las-vegas-3005.webp,1,/realism-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/merchandise/colored-pencil-bridges-framed.jpg,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/colored-pencil-bridges-framed.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-8x11-inquire.jpg,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-8x11-inquire.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-archival-5x7-framed.jpg,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-archival-5x7-framed.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-colored-pencil-hand-framed.jpg,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-colored-pencil-hand-framed.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-drive-by-framed.jpg,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/graphite-drive-by-framed.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/mixed-media-bristol-paper.png,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/mixed-media-bristol-paper.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/prismacolor-bristol-211002a1.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/prismacolor-bristol-6e3d8efa.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/prismacolor-bristol-a7f622a6.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/prismacolor-bristol-be3f887f.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/watercolor-canvas-board-1.png,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/watercolor-canvas-board-1.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/watercolor-canvas-board-2.png,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/merchandise/watercolor-canvas-board-2.webp,1,/merchandise/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/arrow-inner-forearm-tattoo-session-aa92f551.png,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/arrow-inner-forearm-tattoo-session-aa92f551.webp,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/arrow-tattoo-at-pink-table-780dc356.png,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/arrow-tattoo-at-pink-table-780dc356.webp,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/artist-prepares-offsite-supplies-38689c86.png,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/artist-prepares-offsite-supplies-38689c86.webp,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/artist-steadies-back-tattoo-skin-c61315df.png,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/artist-steadies-back-tattoo-skin-c61315df.webp,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
/offsite_bookings/artist-tattoos-rose-under-banner-f7412ef2.png,1,/offsite_bookings/,Shared branding/studio asset,ALLOW_SHARED
/offsite_bookings/artist-tattoos-rose-under-banner-f7412ef2.webp,1,/offsite_bookings/,Shared branding/studio asset,ALLOW_SHARED
/offsite_bookings/artist-wipes-phoenix-back-tattoo-79958590.png,1,/offsite_bookings/,Use only where the asset directly proves the page intent,KEEP
